genus	abstract	link
Owenweeksia	O.wen.week'si.a N.L. fem. n. Owenweeksia named after Owen B. Weeks, who did a lot of work in the 1950s, 1960s and 1970s on Flavobacterium, Cytophaga and related species. Bacteroidetes / Flavobacteriia / Flavobacteriales / Cryomorphaceae / Owenweeksia Cells are flexible short rods, 0.3–0.5 × 0.5–4 µm. Filaments may be formed in media supplemented with 0.1% Tween 20. Cells of old cultures and cells grown at low temperature are enlarged or distorted in shape. Gram-stain-negative. Spores and resting cells not present. Motile by gliding. Strictly aerobic, having an oxidative type of metabolism. Catalase-positive. Oxidase-positive. Chemoheterotrophic. Non-agarolytic. Carbohydrates are not utilized. Acid is not formed from carbohydrates. Colonies are orange due to carotenoid pigments. Flexirubin pigments are not produced. Strains require seawater salts and either peptone or yeast extract for growth. Growth occurs between 4–37°C and pH 5–9, with optimal growth at 25–33°C and pH 6–8. The major fatty acids are C15:1 iso, C15:0 iso, C17:0 iso 3-OH, summed feature (C15:0 iso 2-OH/C16:1 ω7c) and C15:0 iso 3-OH. The major respiratory quinone is menaquinone-6. Isolated from a tank containing sand-filtered sea water. DNA G+C content (mol%): 39–40. Type species: Owenweeksia hongkongensis Lau, Ng, Ren, Lau, Qian, Wong, Lau and Wu 2005, 1055VP.	http://onlinelibrary.wiley.com/doi/10.1002/9781118960608.gbm00292/abstract
Aequorivita	Ae.quo.ri.vi'ta. L. n. aequor -oris the even surface of the sea in its quiet state; L. fem. n. vita life; N.L. fem. n. Aequorivita life (living being) at the sea surface. Bacteroidetes / Flavobacteriia / Flavobacteriales / Flavobacteriaceae / Aequorivita Cells are straight or slightly curved rods or filaments, 0.5–20 × 0.2–0.5 µm. Gram-stain-negative. Cells occur singly or in pairs. Spores and resting cells are not present. Gas vesicles and helical or ring-shaped cells are not formed. Nonmotile. Strictly aerobic, having an oxidative metabolism. Catalase-positive. Oxidase test is weakly positive. Chemoheterotrophic. Nonagarolytic. Colonies are orange or yellow due to production of carotenoids. Flexirubin pigments are not produced. Some species require Na + for growth. Tolerates up to 6% NaCl; growth with 10% NaCl is either weak or absent. Best growth occurs in organic media containing 1–3% NaCl or seawater salts. All species produce alkaline phosphatase and esterase and hydrolyze L-tyrosine and gelatin. Some species are strongly proteolytic and/or lipolytic. Psychroactive. Growth occurs between −2 and 25°C. Optimal growth occurs at 20°C. Neutrophilic, with optimal growth occurring at pH 7.0–7.5. The major fatty acids are C15:1 ω10c iso, C15:1 ω10c anteiso, C15:0 iso, C15:0 anteiso, C16:1 ω6c iso, C17:1 ω5c iso, C17:1 ω7c anteiso, and C16:0 3-OH iso. Known habitats include polar ocean seawater, sea-ice, and quartz stone sublithic communities located in polar maritime ice-free zones. Also reported to be associated with deep-sea invertebrates. DNA G+C content (mol%): 33–39. Type species: Aequorivita antarctica Bowman and Nichols 2002, 1539VP.	http://onlinelibrary.wiley.com/doi/10.1002/9781118960608.gbm00293/abstract
Algibacter	Al.gi.bac'ter. L. fem. n. alga seaweed; N.L. masc. n. bacter from Gr. n. bacterion rod; N.L. masc. n. Algibacter rod isolated from seaweed. Bacteroidetes / Flavobacteriia / Flavobacteriales / Flavobacteriaceae / Algibacter Thin rods usually measuring 0.4–0.5 × 2–3 µm. Motile by gliding. Produce non-diffusible orange pigments. No flexirubin types of pigments are formed. Chemoorganotrophs. Can ferment D-glucose. Positive for oxidase, catalase, alkaline phosphatase, and β-galactosidase. Chitin and cellulose (CM-cellulose and filter paper) are not degraded, but other polysaccharides including agar, alginate, starch, gelatin, and Tweens may be decomposed. Do not grow without seawater or sodium ions. The major respiratory quinone is MK-6. Phosphatidylethanolamine is the main polar lipid compound. DNA G+C content (mol%): 31–33 (T m). Type species: Algibacter lectus Nedashkovskaya, Kim, Han, Rhee, Lysenko, Rohde, Zhukova, Frolova, Mikhailov and Bae 2004d, 1260VP.	http://onlinelibrary.wiley.com/doi/10.1002/9781118960608.gbm00294/abstract
Aquimarina	Aqui.ma.ri'na. L. fem. n. aqua water; L. adj. marinus -a -um marine; N.L. fem. n. Aquimarina an organism of seawater. Bacteroidetes / Flavobacteriia / Flavobacteriales / Flavobacteriaceae / Aquimarina Thin rods usually measuring 0.2–0.5 μm in width and 1.0–15.0 μm in length. Cells of some species can move by means of gliding. Produce non-diffusible carotenoid pigments. Flexirubin type of pigments can be produced. Chemoorganotrophs. Strictly aerobic. Halophilic. Positive for oxidase, catalase, and alkaline phosphatase. Arginine dihydrolase, lysine decarboxylase, ornithine decarboxylase, and tryptophan deaminase are not produced. Casein, gelatin, and Tweens 20, 40 and 80 are hydrolyzed. Urea and cellulose (CM-cellulose and filter paper) are not attacked, but agar, starch, DNA, and chitin may be decomposed. Nitrate reductase is not produced. Require seawater or sodium ions for growth. Indole and acetoin production is negative. The major respiratory quinone is MK-6. Marine, from coastal habitats. DNA G+C content (mol%): 31–38 (T m). Type species: Aquimarina muelleri Nedashkovskaya, Kim, Lysenko, Frolova, Mikhailov, Lee and Bae 2005f, 227VP.	http://onlinelibrary.wiley.com/doi/10.1002/9781118960608.gbm00295/abstract
Arenibacter	Are.ni.bac'ter. L. fem. n. arena sand; N.L. masc. n. bacter from Gr. n. baktron rod; N.L. masc. n. Arenibacter a sand-dwelling rod. Bacteroidetes / Flavobacteriia / Flavobacteriales / Flavobacteriaceae / Arenibacter Rod-shaped cells, 0.4–0.7 × 1.6–5.0 μm, with slightly irregular sides and rounded ends. Cells of some species have gliding motility. On marine agar 2216 (Difco), strains of the genus Arenibacter form regular, round, shiny, convex colonies with a diameter of 1–4 mm after 48 h at 28°C. Produce non-diffusible, dark-orange carotenoid pigments. No flexirubin type pigments are produced. Chemoorganotrophs. Strictly aerobic. Positive for oxidase, catalase, and alkaline phosphatase. The following enzyme activities are present: acid and alkaline phosphatases, α- and β-galactosidases, α- and β-glucosidases, N-acetylglucosaminidase, esterase lipase (C8), leucine-, valine- and cystine-arylamidases, trypsin, α-chymotrypsin, naphthol-AS-BI-phosphohydrolase, α-mannosidase, and α-fucosidase. Arginine dihydrolase, lysine decarboxylase, ornithine decarboxylase, and tryptophan deaminase are not produced. Agar, casein, starch, alginic acids, cellulose (CM-cellulose and filter paper), chitin, and Tween 80 are not attacked, but gelatin, urea, DNA, and Tweens 20 and 40 can be hydrolyzed by strains of some species. Some species require seawater or Na+ for growth. Acetoin is produced; indole and H2S are not produced. The major respiratory quinone is MK-6. The main cellular fatty acids are C15:1 iso, C15:0 iso, C15:0, C17:0 iso 3-OH, and summed feature 3 comprising C15:0 iso 2-OH and/or C16:1 ω7c. The main polar lipid is phosphatidylethanolamine. Marine, isolated from coastal habitats. DNA G+C content (mol%): 37–41 (T m). Type species: Arenibacter latericius Ivanova, Nedashkovskaya, Chun, Lysenko, Frolova, Svetashev, Vysotskii, Mikhailov, Huq and Colwell 2001, 1994VP emend. Nedashkovskaya, Vancanneyt, Cleenwerck, Snauwaert, Kim, Lysenko, Shevchenko, Lee, Park, Frolova, Mikhailov, Bae and Swings 2006g, 159.	http://onlinelibrary.wiley.com/doi/10.1002/9781118960608.gbm00296/abstract
Bergeyella	Ber.gey.el'la. L. dim. suff. -ella; N.L. fem. dim. n. Bergeyella named in honor of David H. Bergey. Bacteroidetes / Flavobacteriia / Flavobacteriales / Flavobacteriaceae / Bergeyella Rods with parallel sides and rounded ends, typically 0.6 × 2–3 µm. Intracellular granules of poly-β-hydroxybutyrate are absent. Endospores are not formed. Gram-stain-negative. Nonmotile. Do not glide or spread. Aerobic, having a strictly respiratory type of metabolism. Grows at 18–42°C. Growth on solid media is not pigmented. Colonies are circular (0.5–2 mm in diameter), low convex, smooth, and shiny with entire edges. Catalase- and oxidase-positive. Agar is not digested. Chemo-organotrophic. Nonsaccharolytic. Indole-positive. No growth at 42°C, on MacConkey agar, or on β-hydroxybutyrate agar. Grows on blood and chocolate agar but poorly on nutrient agar. Branched-chain fatty acids (C15:0 iso, C15:0 iso 2-OH, C17:1 iso, C17:0 iso 3-OH) are predominant. Sphingophospholipids are absent. The major polyamine is homospermidine. Bergeyella appears to be part of the oral and/or nasal microbiota of dogs and cats; rare but severe human wound infections can be caused by bites from these animals. DNA G+C content (mol%): 35–37 (T m). Type species: Bergeyella zoohelcum (Holmes et al., 1987) Vandamme, Bernardet, Segers, Kersters and Holmes 1994a, 830VP (Weeksella zoohelcum Holmes, Steigerwalt, Weaver and Brenner 1987, 179; CDC Group IIj).	http://onlinelibrary.wiley.com/doi/10.1002/9781118960608.gbm00297/abstract
Bizionia	Bi.zi.o'ni.a. N.L. fem. n. Bizionia named after the Italian naturalist Bartolomeo Bizio, for his important contribution to the development of microbiology. Bacteroidetes / Flavobacteriia / Flavobacteriales / Flavobacteriaceae / Bizionia Thin rods usually measuring 0.3–0.5 × 1.0–5.0 μm. No gliding motility. Produce non-diffusible carotenoid pigments. Flexirubin type pigments are not produced. Chemo-organotrophs. Strictly aerobic. Positive for oxidase, catalase, and alkaline phosphatase. Agar, starch, and chitin are not hydrolyzed, but casein and gelatin are hydrolyzed. Nitrate reductase is not produced. No acid is formed from carbohydrates. Marine, isolated from coastal habitats. Require seawater or sodium ions for growth. The major respiratory quinone is MK-6. DNA G+C content (mol%): 37–45 (T m). Type species: Bizionia paragorgiae Nedashkovskaya, Kim, Lysenko, Frolova, Mikhailov and Bae 2005d, 377VP.	http://onlinelibrary.wiley.com/doi/10.1002/9781118960608.gbm00298/abstract
Capnocytophaga	Gr. n. capnos smoke; N.L. fem. n. Cytophaga a bacterial genus name; N.L. fem. n. Capnocytophaga bacteria requiring carbon dioxide and related to the cytophagas. Bacteroidetes / Flavobacteriia / Flavobacteriales / Flavobacteriaceae / Capnocytophaga Short to elongate flexible fusiform to rod-shaped cells, 0.42–0.6 µm in diameter and 2.5–5.7 µm in length. Ends of cells are usually round to tapered. Cells can be pleomorphic. Capsules and sheaths not formed. Gram-stain-negative. Resting stages not known. No flagella. Motility when it occurs is by “gliding” on solid culture media (surface translocation). Facultatively anaerobic. Growth occurs in air with 5% CO2. Some strains are reported to grow aerobically without CO2; however, primary isolation and initial growth require CO2. Optimum temperature: 35–37°C. Chemo-organotrophic, with fermentative type of metabolism. Carbohydrates are used as fermentable substrates and energy sources. Fermentation of glucose yields chiefly acetate and succinate as major acidic end products; trace amounts of isovalerate are formed. Complex polysaccharides such as dextran, glycogen, inulin, and starch may be fermented. Catalase and oxidase reactions differ among species. Positive for o-nitrophenyl-β-D-galactoside (ONPG) and benzidine. Found in association with both animal and human hosts. Originally isolated from the human oral cavity where the cells occupied periodontal pockets. Pathogenicity is uncertain, but members of the genus have been implicated as pathogens in several human and animal infections. DNA G+C content (mol%): 34–44. Type species: Capnocytophaga ochracea Leadbetter, Holt and Socransky 1982, 266VP (Effective publication: Leadbetter, Holt and Socransky 1979, 14.).	http://onlinelibrary.wiley.com/doi/10.1002/9781118960608.gbm00299/abstract
Cellulophaga	Cel.lu.lo.pha'ga. N.L. n. cellulosum cellulose; Gr. v. phagein to eat; N.L. fem. n. Cellulophaga eater of cellulose. Bacteroidetes / Flavobacteriia / Flavobacteriales / Flavobacteriaceae / Cellulophaga Rod-shaped cells with rounded ends, 1.5–5 × 0.4–0.8 µm. Gram-stain-negative. Cells occur singly or in pairs, occasionally in chains. Spores and resting cells are not present. Gas vesicles and helical or ring-shaped cells are not formed. Motile by gliding. Strictly aerobic, with an oxidative type of metabolism. Catalase-positive. Chemoheterotrophic. Colonies are yellow to orange due to production of carotenoids. Flexirubin pigments are not produced. Strains require Na + for good growth. Good growth occurs between 1 and 5% NaCl; growth does not occur in 10% NaCl. Optimum growth occurs in organic media containing seawater salts. All species: hydrolyze agar, carrageenan, gelatin, starch, and esculin; produce esterase (with Tweens as substrates) and possess β-galactosidase activity; and decompose L-tyrosine and form dark brown pigments on media containing L-tyrosine. All species form acid from carbohydrates including D-glucose, D-galactose, sucrose, trehalose, and cellobiose. Some species are strongly proteolytic, degrading elastin and fibrinogen. Some species can attack and lyse living and dead eukaryotic cells, including yeasts and unicellular algal species. All species grow between 10 and 25°C, with temperature optima depending on the species. Neutrophilic, with optimal growth occurring at pH 7.0–7.5. The major fatty acids are C15:0, C15:1 ω10c iso, C15:0 iso, C16:1 ω7c, C17:1 ω7c iso, C15:0 3-OH iso, C16:0 3-OH iso, and C17:0 3-OH iso. The major polyamine is homospermidine. The major isoprenoid quinone is menaquinone-6. The organisms are cosmopolitan inhabitants of marine ecosystems including marine coastal mud and sand, tide pools, seawater (brackish and open ocean), and surfaces of marine benthic, pelagic and sea-ice-associated macroalgae and microalgae. DNA G+C content (mol%): 32–38 (HPLC, T m). Type species: Cellulophaga lytica (Lewin 1969) Johansen, Nielsen and Sjøholm 1999, 1239VP (Cytophaga lytica Lewin 1969, 199).	http://onlinelibrary.wiley.com/doi/10.1002/9781118960608.gbm00300/abstract
Chryseobacterium	Chry.se.o.bac.te'ri.um. Gr. adj. chryseos golden; L. neut. n. bacterium a small rod; N.L. neut. n. Chryseobacterium a yellow rod. Bacteroidetes / Flavobacteriia / Flavobacteriales / Flavobacteriaceae / Chryseobacterium Straight, single rods with rounded ends typically about 0.5 µm in width and variable in length, often 1–3 µm; filamentous cells and pleomorphism also occur. Do not form endospores. Spherical degenerative forms do not appear in ageing liquid cultures. Colonies are pale to bright yellow due to the production of non-diffusible, non-fluorescent flexirubin-type pigments. A strong, aromatic odor is produced. Gram-stain-negative. Nonmotile. Flagella, gliding movement, or swarming growth have not been reported. Obligately aerobic, having a strictly respiratory type of metabolism with oxygen as the terminal electron acceptor. No denitrification occurs and most species do not reduce nitrate or nitrite. Chemo-organotrophic. Most environmental isolates grow at 5°C, all grow at 15–30°C, and several grow up to 37°C; clinical isolates do not grow at 5°C, but grow at 15–37°C, and some grow at up to 42°C. Grow readily on the usual commercial media; no growth factors are required. Most species also grow in media containing up to 3–5% NaCl. No growth or weak growth on cetrimide agar, but members of a few species are able to grow on MacConkey agar. Catalase- and oxidase-positive. Several carbohydrates are oxidized. Esculin is hydrolyzed, but agar is not. Strong proteolytic activity occurs. Most strains are resistant to a wide range of antimicrobial agents. Menaquinone-6 (MK-6) is the only or predominant respiratory quinone. Predominant cellular fatty acids are C15:0 iso, C17:0 iso 3-OH, C17:1 iso ω9c, and summed feature 4 (comprising C15:0 iso 2-OH and/or C16:1 ω7c/t). Members of most species occur in soil and in fresh or seawater habitats. Two species and unclassified strains also occur in human clinical specimens and hospital environments, but their pathogenicity to man is not well-documented. Two species and unclassified strains have been retrieved from diseased fish. Four species occur in food or dairy products; they may be involved in spoilage. DNA G+C content (mol%): 29–39. Type species: Chryseobacterium gleum (Holmes, Owen, Steigerwalt and Brenner 1984b) Vandamme, Bernardet, Segers, Kersters and Holmes 1994a, 830VP (Flavobacterium gleum Holmes, Owen, Steigerwalt and Brenner 1984b, 23).	http://onlinelibrary.wiley.com/doi/10.1002/9781118960608.gbm00301/abstract
